SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,166 Dandelion Dr,Timberlake,NC,27583,242000,3,2.0,Flat River,1456,43560,1998,4,166,,Pre On-Market,,,https://www.redfin.com/NC/Timberlake/166-Dandelion-Dr-27583/home/44438044,TMLS,2421451,N,Y,36.2434313,-78.9872346
MLS Listing,,Single Family Residential,125 Springview Dr,Timberlake,NC,27583,314900,3,2.0,Springview,1729,64904,2004,5,182,,Active,,,https://www.redfin.com/NC/Timberlake/125-Springview-Dr-27583/home/44436105,TMLS,2421219,N,Y,36.2544967,-79.0333626
MLS Listing,,Mobile/Manufactured Home,810 Dink Ashley Rd,Timberlake,NC,27583,180000,3,2.0,Person,1525,45302,1984,6,118,,Active,,,https://www.redfin.com/NC/Timberlake/810-Dink-Ashley-Rd-27583/home/44439121,TMLS,2421117,N,Y,36.3118067,-78.9515173
MLS Listing,,Single Family Residential,99 Fork Junction Rd,Timberlake,NC,27583,419900,3,3.0,The Forks,3461,44431,2002,7,121,,Active,,,https://www.redfin.com/NC/Timberlake/99-Fork-Junction-Rd-27583/home/44439577,TMLS,2420950,N,Y,36.2539383,-78.9301943
MLS Listing,,Single Family Residential,369 Duncan Plantation Dr,Timberlake,NC,27283,389900,3,2.0,Duncan Plantation,1698,54450,2021,7,230,13,Pre On-Market,,,https://www.redfin.com/NC/Timberlake/369-Duncan-Plantation-Dr-27583/home/162871220,TMLS,2420922,N,Y,36.3186014,-78.9304513
MLS Listing,,Vacant Land,Lot 53 Sequoia Dr,Timberlake,NC,27583,109900,,,Duncan Plantation,,593722,,17,,,Active,,,https://www.redfin.com/NC/Timberlake/53-Sequoia-Dr-27583/unit-53/home/168841102,TMLS,2419676,N,Y,36.319347,-78.9317282
MLS Listing,,Vacant Land,0 Surl Mt Tirzah Rd,Timberlake,NC,27583,34000,,,Person,,43560,,75,,,Active,,,https://www.redfin.com/NC/Timberlake/2601-Surl-Mount-Tirzah-Rd-27583/unit-A/home/44539758,TMLS,2409014,N,Y,36.3094499,-78.89651
MLS Listing,,Vacant Land,281 Hunters Edge Dr,Timberlake,NC,27583,85500,,,Hunters Edge,,48351,,79,,,Active,,,https://www.redfin.com/NC/Timberlake/281-Hunters-Edge-Dr-27583/home/44431861,TMLS,2408629,N,Y,36.3476162,-78.8673889
MLS Listing,,Vacant Land,81 acres Victor Chandler Rd,Timberlake,NC,27583,450000,,,Person,,3528360,,173,,,Active,,,https://www.redfin.com/NC/Unknown/81-acres-Victor-Chandler-Rd-27583/home/175415877,TMLS,2389808,N,Y,36.3200086416308,-78.9091827087403
MLS Listing,,Single Family Residential,Lot 8 Oak Hollow Rd,Timberlake,NC,27583-8808,347840,3,3.5,Person,1967,64033,2022,177,177,,Active,,,https://www.redfin.com/NC/Timberlake/8-Oak-Hollow-Rd-27583/home/172657823,TMLS,2389337,N,Y,36.2526562,-79.0003359
MLS Listing,,Vacant Land,0 Sequoia Dr Lot 58,Timberlake,NC,27589-3,40000,,,Duncan Plantation,,58806,,200,,,Active,,,https://www.redfin.com/NC/Timberlake/Unknown-27583/unit-58/home/176251092,TMLS,2384777,N,Y,36.2883329,-78.9461241
MLS Listing,,Vacant Land,0 Sequoia Dr Lot 57,Timberlake,NC,27583,40000,,,Duncan Plantation,,49222,,200,,,Active,,,https://www.redfin.com/NC/Timberlake/Unknown-27583/unit-57/home/177139694,TMLS,2384767,N,Y,36.2883329,-78.9461241
MLS Listing,,Vacant Land,0 Sequoia Dr Lot 50,Timberlake,NC,27583,40000,,,Duncan Plantation,,50529,,200,,,Active,,,https://www.redfin.com/NC/Timberlake/Unknown-27583/unit-50/home/177139697,TMLS,2384750,N,Y,36.2883329,-78.9461241
