SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,103 Blackrock Dr,Elk Garden,WV,26717,369000,4,2.0,THE PINNACLE,2464,72745,2018,19,150,,Active,,,https://www.redfin.com/WV/Elk-Garden/103-Blackrock-Dr-26717/home/177208193,BRIGHT MLS,WVMI2000356,N,Y,39.351049,-79.120913
MLS Listing,,Vacant Land,19.59 Ac Bane Cutoff Road Rd,Elk Garden,WV,26717,75000,,,Elk Garden,,853340,,48,,,Active,,,https://www.redfin.com/WV/Elk-Garden/19-59-Ac-Bane-Cutoff-Rd-26717/home/176747851,BRIGHT MLS,WVMI2000312,N,Y,39.34790403,-79.14407348
MLS Listing,,Vacant Land,Elk District (between Tramway Ave & Paughton Rd),Elk Garden,WV,26717,11900,,,Elk Garden,,10018,,229,,,Active,,,https://www.redfin.com/WV/Elk-Garden/Elk-District-between-Tramway-Ave-Paughton-Rd-26717/home/175166539,BRIGHT MLS,WVMI111884,N,Y,39.38014013,-79.14726445
MLS Listing,,Single Family Residential,3346 Elk Garden Hwy,Elk Garden,WV,26717,799900,4,1.0,Elk Garden,1980,14849604,1900,318,404,,Active,,,https://www.redfin.com/WV/Elk-Garden/3346-Elk-Garden-Hwy-26717/home/174240725,BRIGHT MLS,WVMI111686,N,Y,39.3446191,-79.1306262
PAST SALE,June-21-2021,Vacant Land,"Shadyside Lane, Elk Garden, Wv",Elk Garden,WV,26717,35000,,,Elk Garden,,217800,,167,,,Sold,,,https://www.redfin.com/WV/ELK-GARDEN/SHADYSIDE-RD-26717/home/15939112,BRIGHT MLS,WVMI111388,N,Y,39.384721,-79.156334
PAST SALE,January-7-2020,Single Family Residential,644 Feathers Rd,Elk Garden,WV,26717,400000,6,2.5,Elk Garden,3088,4356000,2004,698,130,,Sold,,,https://www.redfin.com/WV/Elk-Garden/644-Feathers-Rd-26717/home/160494287,BRIGHT MLS,WVMI110502,N,Y,39.3776146,-79.1842733
PAST SALE,July-22-2020,Single Family Residential,171 Walnut St,Elk Garden,WV,26717,21000,3,1.0,ELK GARDEN,984,10018,1980,501,21,,Sold,,,https://www.redfin.com/WV/Elk-Garden/171-Walnut-St-26717/home/172187227,BRIGHT MLS,WVMI110872,N,Y,39.3847889,-79.1535254
PAST SALE,November-14-2019,Vacant Land,600 Feathers Rd,Elk Garden,WV,26717,84000,,,Elk Garden,,1238411,,752,,,Sold,,,https://www.redfin.com/WV/Elk-Garden/600-Feathers-Rd-26717/home/167179774,BRIGHT MLS,WVMI110350,N,Y,39.3777951,-79.1681233
PAST SALE,May-28-2021,Single Family Residential,1047 Pinnacle Rd,Elk Garden,WV,26717,179900,3,2.0,Elk Garden,1890,98010,1979,191,95,,Sold,,,https://www.redfin.com/WV/Elk-Garden/1047-Pinnacle-Rd-26717/home/15952289,BRIGHT MLS,WVMI111778,N,Y,39.3518693,-79.1198571
PAST SALE,,Mobile/Manufactured Home,878 Walbash Rd,Elk Garden,WV,26717,5000,,,,,130680,,,,,,,,https://www.redfin.com/WV/Elk-Garden/878-Walbash-Rd-26717/home/173017068,,,N,Y,39.3298842,-79.1757655
PAST SALE,August-21-2020,Mobile/Manufactured Home,198 Elk Garden Hwy,Elk Garden,WV,26717,7000,2,1.0,ELK GARDEN,748,23522,1974,471,9,,Sold,,,https://www.redfin.com/WV/Elk-Garden/198-Elk-Garden-Hwy-26717/home/170537116,BRIGHT MLS,WVMI110896,N,Y,39.37896787,-79.15007754
